dtec,gdlat,glon,station,tec,ut1_unix
0.41196,32.0,35.0,BSHM,29.8808,1667569500.0
0.392763,32.0,35.0,BSHM,28.9391,1667569800.0
0.361793,32.0,35.0,BSHM,28.4125,1667570100.0
0.376289,32.0,35.0,BSHM,27.8755,1667570400.0
0.376151,32.0,35.0,BSHM,27.3276,1667570700.0
0.412032,32.0,35.0,BSHM,26.6723,1667571000.0
0.412163,32.0,35.0,BSHM,25.8206,1667571300.0
0.460636,32.0,35.0,BSHM,25.3283,1667571600.0
0.492583,32.0,35.0,BSHM,24.2384,1667571900.0
0.582594,32.0,35.0,BSHM,23.1967,1667572200.0
0.460984,32.0,35.0,BSHM,21.9337,1667572500.0
0.460696,32.0,35.0,BSHM,20.8736,1667572800.0
0.46135,32.0,35.0,BSHM,20.2376,1667573100.0
0.531967,32.0,35.0,BSHM,19.3689,1667573400.0
0.532082,32.0,35.0,BSHM,18.3909,1667573700.0
0.582676,32.0,35.0,BSHM,17.6684,1667574000.0
0.583031,32.0,35.0,BSHM,16.823,1667574300.0
0.752433,32.0,35.0,BSHM,16.0258,1667574600.0
0.921694,32.0,35.0,BSHM,15.5465,1667574900.0
1.30299,32.0,35.0,BSHM,14.2758,1667575200.0
0.924126,32.0,35.0,BSHM,11.4939,1667577000.0
0.752853,32.0,35.0,BSHM,11.18,1667577300.0
0.653474,32.0,35.0,BSHM,10.9261,1667577600.0
0.651491,32.0,35.0,BSHM,10.6644,1667577900.0
0.652384,32.0,35.0,BSHM,10.4021,1667578200.0
0.752336,32.0,35.0,BSHM,10.2147,1667578500.0
0.65827,32.0,35.0,BSHM,10.0433,1667578800.0
0.757302,32.0,35.0,BSHM,9.79707,1667579100.0
0.929962,32.0,35.0,BSHM,9.47117,1667579400.0
0.930611,32.0,35.0,BSHM,9.18756,1667579700.0
0.931954,32.0,35.0,BSHM,9.00636,1667580000.0
1.49087,32.0,35.0,BSHM,8.72432,1667580300.0
1.30182,32.0,35.0,BSHM,9.01024,1667581500.0
0.922292,32.0,35.0,BSHM,9.58179,1667581800.0
1.30181,32.0,35.0,BSHM,8.63505,1667582100.0
1.30393,32.0,35.0,BSHM,9.24273,1667582700.0
0.922358,32.0,35.0,BSHM,8.91559,1667583000.0
0.921931,32.0,35.0,BSHM,8.79615,1667583300.0
0.928752,32.0,35.0,BSHM,8.73035,1667583600.0
1.31236,32.0,35.0,BSHM,7.47971,1667585700.0
0.753149,32.0,35.0,BSHM,7.27253,1667586000.0
0.921697,32.0,35.0,BSHM,7.16211,1667586300.0
0.75278,32.0,35.0,BSHM,7.17389,1667586600.0
0.495545,32.0,35.0,BSHM,6.91337,1667586900.0
0.435577,32.0,35.0,BSHM,6.83519,1667587200.0
0.434649,32.0,35.0,BSHM,6.85326,1667587500.0
0.434624,32.0,35.0,BSHM,6.86204,1667587800.0
0.492899,32.0,35.0,BSHM,6.73689,1667588100.0
0.582788,32.0,35.0,BSHM,6.61553,1667588400.0
0.651865,32.0,35.0,BSHM,6.44138,1667588700.0
0.752224,32.0,35.0,BSHM,6.36564,1667589000.0
0.921445,32.0,35.0,BSHM,6.30764,1667589300.0
0.922569,32.0,35.0,BSHM,6.56249,1667589600.0
0.75251,32.0,35.0,BSHM,6.75224,1667589900.0
0.583066,32.0,35.0,BSHM,6.67089,1667590200.0
0.492499,32.0,35.0,BSHM,6.28484,1667590500.0
0.492566,32.0,35.0,BSHM,6.54817,1667590800.0
0.393177,32.0,35.0,BSHM,6.67591,1667591100.0
0.393006,32.0,35.0,BSHM,6.62557,1667591400.0
0.411924,32.0,35.0,BSHM,6.64897,1667591700.0
0.392749,32.0,35.0,BSHM,6.66531,1667592000.0
0.362052,32.0,35.0,BSHM,6.69756,1667592300.0
0.39274,32.0,35.0,BSHM,6.74455,1667592600.0
0.392788,32.0,35.0,BSHM,6.71233,1667592900.0
0.492299,32.0,35.0,BSHM,6.70869,1667593200.0
0.461596,32.0,35.0,BSHM,6.64628,1667593500.0
0.460945,32.0,35.0,BSHM,6.61893,1667593800.0
0.434142,32.0,35.0,BSHM,6.50502,1667594100.0
0.392855,32.0,35.0,BSHM,6.47946,1667594400.0
0.392779,32.0,35.0,BSHM,6.48788,1667594700.0
0.348069,32.0,35.0,BSHM,6.54625,1667595000.0
0.361214,32.0,35.0,BSHM,6.63741,1667595300.0
0.36113,32.0,35.0,BSHM,6.80086,1667595600.0
0.36146,32.0,35.0,BSHM,6.7473,1667595900.0
0.361136,32.0,35.0,BSHM,7.07481,1667596200.0
0.375842,32.0,35.0,BSHM,7.20805,1667596500.0
0.376408,32.0,35.0,BSHM,7.42618,1667596800.0
0.37583,32.0,35.0,BSHM,7.42896,1667597100.0
0.392504,32.0,35.0,BSHM,7.45677,1667597400.0
0.375927,32.0,35.0,BSHM,7.51302,1667597700.0
0.392495,32.0,35.0,BSHM,7.5255,1667598000.0
0.411682,32.0,35.0,BSHM,7.56312,1667598300.0
0.433918,32.0,35.0,BSHM,7.66345,1667598600.0
0.49205,32.0,35.0,BSHM,7.62335,1667598900.0
0.46031,32.0,35.0,BSHM,7.63372,1667599200.0
0.491932,32.0,35.0,BSHM,7.78672,1667599500.0
0.531663,32.0,35.0,BSHM,7.58367,1667599800.0
0.5824,32.0,35.0,BSHM,7.60977,1667600100.0
0.49256,32.0,35.0,BSHM,7.32683,1667600400.0
0.434,32.0,35.0,BSHM,7.21442,1667600700.0
0.393156,32.0,35.0,BSHM,7.0401,1667601000.0
0.411821,32.0,35.0,BSHM,6.97423,1667601300.0
0.392683,32.0,35.0,BSHM,6.85416,1667601600.0
0.39316,32.0,35.0,BSHM,6.70781,1667601900.0
0.492163,32.0,35.0,BSHM,6.62414,1667602200.0
0.461687,32.0,35.0,BSHM,6.35535,1667602500.0
0.582657,32.0,35.0,BSHM,6.29386,1667602800.0
0.582872,32.0,35.0,BSHM,6.30569,1667603100.0
0.752305,32.0,35.0,BSHM,6.51826,1667603400.0
1.30178,32.0,35.0,BSHM,6.07934,1667603700.0
0.925577,32.0,35.0,BSHM,7.41919,1667606400.0
0.922789,32.0,35.0,BSHM,7.34717,1667606700.0
0.753992,32.0,35.0,BSHM,6.69452,1667607000.0
0.923065,32.0,35.0,BSHM,6.56702,1667607300.0
0.652346,32.0,35.0,BSHM,6.38197,1667607600.0
0.652385,32.0,35.0,BSHM,6.2088,1667607900.0
0.652448,32.0,35.0,BSHM,6.11483,1667608200.0
0.583443,32.0,35.0,BSHM,6.0613,1667608500.0
0.583173,32.0,35.0,BSHM,5.81854,1667608800.0
0.494047,32.0,35.0,BSHM,5.85724,1667609100.0
0.532251,32.0,35.0,BSHM,5.92055,1667609400.0
0.492959,32.0,35.0,BSHM,5.96319,1667609700.0
0.651197,32.0,35.0,BSHM,5.98088,1667610000.0
0.651169,32.0,35.0,BSHM,5.89762,1667610300.0
0.531729,32.0,35.0,BSHM,5.88435,1667610600.0
0.531935,32.0,35.0,BSHM,5.79983,1667610900.0
0.493073,32.0,35.0,BSHM,5.74333,1667611200.0
0.58258,32.0,35.0,BSHM,5.72689,1667611500.0
0.53176,32.0,35.0,BSHM,5.64388,1667611800.0
0.492359,32.0,35.0,BSHM,5.64447,1667612100.0
0.531906,32.0,35.0,BSHM,5.67063,1667612400.0
0.492362,32.0,35.0,BSHM,5.56115,1667612700.0
0.434401,32.0,35.0,BSHM,5.52607,1667613000.0
0.434317,32.0,35.0,BSHM,5.44856,1667613300.0
0.412247,32.0,35.0,BSHM,5.35829,1667613600.0
0.435725,32.0,35.0,BSHM,5.20855,1667613900.0
0.461056,32.0,35.0,BSHM,5.11825,1667614200.0
0.492913,32.0,35.0,BSHM,5.07274,1667614500.0
0.493026,32.0,35.0,BSHM,5.0061,1667614800.0
0.46276,32.0,35.0,BSHM,5.06986,1667615100.0
0.493464,32.0,35.0,BSHM,5.09584,1667615400.0
0.532492,32.0,35.0,BSHM,5.1523,1667615700.0
0.461732,32.0,35.0,BSHM,5.25094,1667616000.0
0.412258,32.0,35.0,BSHM,5.29702,1667616300.0
0.435645,32.0,35.0,BSHM,5.12591,1667616600.0
0.434193,32.0,35.0,BSHM,5.06557,1667616900.0
0.434395,32.0,35.0,BSHM,5.29644,1667617200.0
0.460489,32.0,35.0,BSHM,5.44512,1667617500.0
0.492258,32.0,35.0,BSHM,5.46571,1667617800.0
0.531623,32.0,35.0,BSHM,5.51445,1667618100.0
0.651047,32.0,35.0,BSHM,5.61102,1667618400.0
0.651051,32.0,35.0,BSHM,5.84397,1667618700.0
0.651111,32.0,35.0,BSHM,6.12154,1667619000.0
0.751733,32.0,35.0,BSHM,6.47364,1667619300.0
0.920659,32.0,35.0,BSHM,7.02452,1667619600.0
0.920614,32.0,35.0,BSHM,7.62213,1667619900.0
0.92064,32.0,35.0,BSHM,8.37528,1667620200.0
0.923375,32.0,35.0,BSHM,8.97713,1667620500.0
1.30495,32.0,35.0,BSHM,10.7811,1667621400.0
0.923243,32.0,35.0,BSHM,11.6622,1667621700.0
0.922153,32.0,35.0,BSHM,12.5208,1667622000.0
0.753001,32.0,35.0,BSHM,13.4729,1667622300.0
0.651905,32.0,35.0,BSHM,14.3765,1667622600.0
0.532678,32.0,35.0,BSHM,15.2954,1667622900.0
0.532443,32.0,35.0,BSHM,16.0485,1667623200.0
0.531976,32.0,35.0,BSHM,16.985,1667623500.0
0.53188,32.0,35.0,BSHM,17.7056,1667623800.0
0.461543,32.0,35.0,BSHM,18.3675,1667624100.0
0.49275,32.0,35.0,BSHM,18.8973,1667624400.0
0.49261,32.0,35.0,BSHM,19.6995,1667624700.0
0.532058,32.0,35.0,BSHM,20.3326,1667625000.0
0.58258,32.0,35.0,BSHM,21.0154,1667625300.0
0.532969,32.0,35.0,BSHM,21.5556,1667625600.0
0.651509,32.0,35.0,BSHM,22.0253,1667625900.0
0.752385,32.0,35.0,BSHM,22.2501,1667626200.0
0.753564,32.0,35.0,BSHM,22.9,1667626500.0
0.921562,32.0,35.0,BSHM,22.8856,1667626800.0
0.924104,32.0,35.0,BSHM,23.1309,1667627100.0
0.921302,32.0,35.0,BSHM,23.8116,1667627400.0
0.651645,32.0,35.0,BSHM,24.0909,1667627700.0
0.752469,32.0,35.0,BSHM,24.4971,1667628000.0
0.921392,32.0,35.0,BSHM,24.7431,1667628300.0
0.752409,32.0,35.0,BSHM,24.9901,1667628600.0
0.582881,32.0,35.0,BSHM,25.108,1667628900.0
0.492467,32.0,35.0,BSHM,25.5165,1667629200.0
0.492373,32.0,35.0,BSHM,25.8127,1667629500.0
0.531846,32.0,35.0,BSHM,26.1091,1667629800.0
0.492678,32.0,35.0,BSHM,26.5878,1667630100.0
0.531745,32.0,35.0,BSHM,27.2202,1667630400.0
0.461136,32.0,35.0,BSHM,27.6319,1667630700.0
0.492816,32.0,35.0,BSHM,28.3216,1667631000.0
0.535491,32.0,35.0,BSHM,28.1667,1667631300.0
0.585275,32.0,35.0,BSHM,28.6744,1667631600.0
0.752452,32.0,35.0,BSHM,30.0035,1667631900.0
0.583755,32.0,35.0,BSHM,31.1774,1667632200.0
0.651504,32.0,35.0,BSHM,32.3793,1667632500.0
0.651466,32.0,35.0,BSHM,33.3234,1667632800.0
0.651462,32.0,35.0,BSHM,34.4003,1667633100.0
0.651753,32.0,35.0,BSHM,35.3071,1667633400.0
0.651586,32.0,35.0,BSHM,36.5735,1667633700.0
0.651742,32.0,35.0,BSHM,37.7293,1667634000.0
0.752561,32.0,35.0,BSHM,38.7101,1667634300.0
0.651846,32.0,35.0,BSHM,39.8588,1667634600.0
0.532343,32.0,35.0,BSHM,40.2314,1667634900.0
0.532208,32.0,35.0,BSHM,40.5596,1667635200.0
0.492808,32.0,35.0,BSHM,41.6222,1667635500.0
0.460941,32.0,35.0,BSHM,41.9948,1667635800.0
0.532124,32.0,35.0,BSHM,42.1709,1667636100.0
0.584151,32.0,35.0,BSHM,42.0774,1667636400.0
0.533077,32.0,35.0,BSHM,41.44,1667636700.0
0.532823,32.0,35.0,BSHM,41.1395,1667637000.0
0.572647,32.0,35.0,BSHM,40.1347,1667637300.0
0.73562,32.0,35.0,BSHM,38.6105,1667637600.0
0.926054,32.0,35.0,BSHM,37.8018,1667637900.0
1.30464,32.0,35.0,BSHM,35.5377,1667638800.0
0.922408,32.0,35.0,BSHM,34.4488,1667639100.0
0.922244,32.0,35.0,BSHM,33.7347,1667639400.0
0.752831,32.0,35.0,BSHM,33.3109,1667639700.0
0.652155,32.0,35.0,BSHM,32.7571,1667640000.0
0.584894,32.0,35.0,BSHM,31.371,1667640300.0
0.532726,32.0,35.0,BSHM,31.4772,1667640600.0
0.532692,32.0,35.0,BSHM,31.541,1667640900.0
0.652136,32.0,35.0,BSHM,32.6029,1667641200.0
0.753308,32.0,35.0,BSHM,32.8917,1667641500.0
1.3036,32.0,35.0,BSHM,33.5268,1667641800.0
1.30383,32.0,35.0,BSHM,34.0432,1667642100.0
1.30763,32.0,35.0,BSHM,33.5417,1667642700.0
0.923737,32.0,35.0,BSHM,33.3232,1667643000.0
0.757545,32.0,35.0,BSHM,34.5725,1667643300.0
0.925785,32.0,35.0,BSHM,36.3404,1667643600.0
0.755206,32.0,35.0,BSHM,37.535,1667643900.0
0.532816,32.0,35.0,BSHM,39.1919,1667644200.0
0.532753,32.0,35.0,BSHM,40.4926,1667644500.0
0.493225,32.0,35.0,BSHM,41.3863,1667644800.0
0.49329,32.0,35.0,BSHM,41.9814,1667645100.0
0.492806,32.0,35.0,BSHM,42.7124,1667645400.0
0.435849,32.0,35.0,BSHM,42.6053,1667645700.0
0.461933,32.0,35.0,BSHM,43.2715,1667646000.0
0.53218,32.0,35.0,BSHM,44.5261,1667646300.0
0.582817,32.0,35.0,BSHM,45.4464,1667646600.0
0.532518,32.0,35.0,BSHM,45.837,1667646900.0
0.583038,32.0,35.0,BSHM,45.4638,1667647200.0
0.532392,32.0,35.0,BSHM,45.4639,1667647500.0
0.532989,32.0,35.0,BSHM,45.628,1667647800.0
0.583009,32.0,35.0,BSHM,45.2197,1667648100.0
0.532189,32.0,35.0,BSHM,44.6487,1667648400.0
0.46093,32.0,35.0,BSHM,44.6884,1667648700.0
0.460935,32.0,35.0,BSHM,44.5491,1667649000.0
0.492613,32.0,35.0,BSHM,44.3492,1667649300.0
0.460956,32.0,35.0,BSHM,44.6772,1667649600.0
0.434333,32.0,35.0,BSHM,44.9058,1667649900.0
0.43425,32.0,35.0,BSHM,44.5437,1667650200.0
0.460528,32.0,35.0,BSHM,44.4126,1667650500.0
0.434214,32.0,35.0,BSHM,44.015,1667650800.0
0.460566,32.0,35.0,BSHM,43.6657,1667651100.0
0.434449,32.0,35.0,BSHM,43.0369,1667651400.0
0.412204,32.0,35.0,BSHM,42.4374,1667651700.0
0.37642,32.0,35.0,BSHM,41.7806,1667652000.0
0.392988,32.0,35.0,BSHM,41.2648,1667652300.0
0.348589,32.0,35.0,BSHM,40.2478,1667652600.0
0.393098,32.0,35.0,BSHM,39.8386,1667652900.0
0.393679,32.0,35.0,BSHM,39.4319,1667653200.0
0.492668,32.0,35.0,BSHM,39.0507,1667653500.0
0.532332,32.0,35.0,BSHM,39.3084,1667653800.0
0.532454,32.0,35.0,BSHM,39.928,1667654100.0
0.492902,32.0,35.0,BSHM,39.216,1667654400.0
0.532004,32.0,35.0,BSHM,38.331,1667654700.0
0.460947,32.0,35.0,BSHM,37.1902,1667655000.0
0.412078,32.0,35.0,BSHM,36.4791,1667655300.0
0.393007,32.0,35.0,BSHM,35.7045,1667655600.0
0.376156,32.0,35.0,BSHM,35.158,1667655900.0
0.348268,32.0,35.0,BSHM,34.5411,1667656200.0
0.361516,32.0,35.0,BSHM,33.8347,1667656500.0
0.375813,32.0,35.0,BSHM,33.0539,1667656800.0
0.412254,32.0,35.0,BSHM,32.2771,1667657100.0
0.412159,32.0,35.0,BSHM,31.2768,1667657400.0
0.4607,32.0,35.0,BSHM,30.9693,1667657700.0
0.434865,32.0,35.0,BSHM,29.6983,1667658000.0
0.461822,32.0,35.0,BSHM,28.5195,1667658300.0
0.434939,32.0,35.0,BSHM,27.3629,1667658600.0
0.412484,32.0,35.0,BSHM,26.0974,1667658900.0
0.394122,32.0,35.0,BSHM,24.7445,1667659200.0
0.461288,32.0,35.0,BSHM,23.3298,1667659500.0
0.461335,32.0,35.0,BSHM,21.9748,1667659800.0
0.532026,32.0,35.0,BSHM,21.075,1667660100.0
0.582947,32.0,35.0,BSHM,19.7818,1667660400.0
0.75258,32.0,35.0,BSHM,18.1956,1667660700.0
0.92192,32.0,35.0,BSHM,17.0335,1667661000.0
1.30337,32.0,35.0,BSHM,15.6275,1667661300.0
1.30359,32.0,35.0,BSHM,13.115,1667663100.0
0.753162,32.0,35.0,BSHM,12.6763,1667663400.0
0.752399,32.0,35.0,BSHM,12.485,1667663700.0
0.651639,32.0,35.0,BSHM,12.3301,1667664000.0
0.651786,32.0,35.0,BSHM,12.2419,1667664300.0
0.752306,32.0,35.0,BSHM,12.1705,1667664600.0
0.921438,32.0,35.0,BSHM,12.093,1667664900.0
0.754409,32.0,35.0,BSHM,11.7632,1667665200.0
0.925173,32.0,35.0,BSHM,10.5992,1667665500.0
0.924472,32.0,35.0,BSHM,10.3899,1667665800.0
0.924567,32.0,35.0,BSHM,10.2323,1667666100.0
0.924678,32.0,35.0,BSHM,10.0997,1667666400.0
0.92488,32.0,35.0,BSHM,9.98413,1667666700.0
1.30297,32.0,35.0,BSHM,8.7169,1667667600.0
0.923328,32.0,35.0,BSHM,9.70751,1667667900.0
1.30275,32.0,35.0,BSHM,8.2521,1667668200.0
1.30604,32.0,35.0,BSHM,10.8582,1667668800.0
0.922957,32.0,35.0,BSHM,9.20644,1667669100.0
0.922806,32.0,35.0,BSHM,9.19355,1667669400.0
0.923974,32.0,35.0,BSHM,9.20735,1667669700.0
0.923172,32.0,35.0,BSHM,9.15061,1667671800.0
0.653322,32.0,35.0,BSHM,9.41717,1667672100.0
0.753651,32.0,35.0,BSHM,9.59607,1667672400.0
0.652691,32.0,35.0,BSHM,9.70275,1667672700.0
0.493283,32.0,35.0,BSHM,9.48267,1667673000.0
0.462067,32.0,35.0,BSHM,9.6287,1667673300.0
0.434769,32.0,35.0,BSHM,9.44234,1667673600.0
0.434677,32.0,35.0,BSHM,9.4836,1667673900.0
0.461348,32.0,35.0,BSHM,9.39791,1667674200.0
0.492762,32.0,35.0,BSHM,9.2683,1667674500.0
0.492894,32.0,35.0,BSHM,9.2307,1667674800.0
0.582817,32.0,35.0,BSHM,9.17946,1667675100.0
0.624138,32.0,35.0,BSHM,8.65957,1667675400.0
0.752556,32.0,35.0,BSHM,8.77838,1667675700.0
0.652118,32.0,35.0,BSHM,8.71975,1667676000.0
0.583293,32.0,35.0,BSHM,8.8233,1667676300.0
0.532171,32.0,35.0,BSHM,8.71756,1667676600.0
0.434413,32.0,35.0,BSHM,8.28987,1667676900.0
0.412337,32.0,35.0,BSHM,8.73065,1667677200.0
0.434477,32.0,35.0,BSHM,8.82573,1667677500.0
0.393787,32.0,35.0,BSHM,8.85006,1667677800.0
0.376445,32.0,35.0,BSHM,9.03311,1667678100.0
0.393008,32.0,35.0,BSHM,9.1914,1667678400.0
0.43444,32.0,35.0,BSHM,9.10388,1667678700.0
0.434555,32.0,35.0,BSHM,9.32418,1667679000.0
0.434643,32.0,35.0,BSHM,9.20126,1667679300.0
0.492774,32.0,35.0,BSHM,9.0382,1667679600.0
0.493193,32.0,35.0,BSHM,9.15601,1667679900.0
0.493364,32.0,35.0,BSHM,8.9726,1667680200.0
0.583519,32.0,35.0,BSHM,8.57071,1667680500.0
0.583605,32.0,35.0,BSHM,8.28047,1667680800.0
0.532917,32.0,35.0,BSHM,8.0443,1667681100.0
0.582882,32.0,35.0,BSHM,8.05531,1667681400.0
0.493966,32.0,35.0,BSHM,7.85871,1667681700.0
0.582603,32.0,35.0,BSHM,7.91611,1667682000.0
0.532381,32.0,35.0,BSHM,8.25982,1667682300.0
0.492283,32.0,35.0,BSHM,8.71791,1667682600.0
0.492096,32.0,35.0,BSHM,8.74416,1667682900.0
0.41182,32.0,35.0,BSHM,8.72816,1667683200.0
0.411772,32.0,35.0,BSHM,8.73494,1667683500.0
0.411866,32.0,35.0,BSHM,8.80798,1667683800.0
0.392713,32.0,35.0,BSHM,8.69,1667684100.0
0.411863,32.0,35.0,BSHM,8.59212,1667684400.0
0.434012,32.0,35.0,BSHM,8.6132,1667684700.0
0.46074,32.0,35.0,BSHM,8.43559,1667685000.0
0.460476,32.0,35.0,BSHM,8.53366,1667685300.0
0.46108,32.0,35.0,BSHM,8.71879,1667685600.0
0.531921,32.0,35.0,BSHM,8.54684,1667685900.0
0.46212,32.0,35.0,BSHM,8.49335,1667686200.0
0.492655,32.0,35.0,BSHM,8.68078,1667686500.0
0.412077,32.0,35.0,BSHM,8.70987,1667686800.0
0.392927,32.0,35.0,BSHM,8.72456,1667687100.0
0.412115,32.0,35.0,BSHM,8.75514,1667687400.0
0.412117,32.0,35.0,BSHM,8.77586,1667687700.0
0.460744,32.0,35.0,BSHM,8.84936,1667688000.0
0.492653,32.0,35.0,BSHM,8.7232,1667688300.0
0.531961,32.0,35.0,BSHM,8.6722,1667688600.0
0.532321,32.0,35.0,BSHM,8.37495,1667688900.0
0.652141,32.0,35.0,BSHM,8.33968,1667689200.0
0.921356,32.0,35.0,BSHM,8.68433,1667689500.0
1.30273,32.0,35.0,BSHM,7.6689,1667689800.0
1.30296,32.0,35.0,BSHM,7.54314,1667690100.0
1.30637,32.0,35.0,BSHM,7.84871,1667692500.0
0.921962,32.0,35.0,BSHM,5.84228,1667692800.0
0.753363,32.0,35.0,BSHM,5.25222,1667693100.0
0.758588,32.0,35.0,BSHM,5.30749,1667693400.0
0.588018,32.0,35.0,BSHM,5.1601,1667693700.0
0.532664,32.0,35.0,BSHM,5.23193,1667694000.0
0.583414,32.0,35.0,BSHM,5.27489,1667694300.0
0.532641,32.0,35.0,BSHM,5.40354,1667694600.0
0.461306,32.0,35.0,BSHM,5.55489,1667694900.0
0.43647,32.0,35.0,BSHM,5.64719,1667695200.0
0.49284,32.0,35.0,BSHM,5.84599,1667695500.0
0.492451,32.0,35.0,BSHM,6.07166,1667695800.0
0.532179,32.0,35.0,BSHM,6.11229,1667696100.0
0.582191,32.0,35.0,BSHM,6.07099,1667696400.0
0.49206,32.0,35.0,BSHM,5.97352,1667696700.0
0.492117,32.0,35.0,BSHM,5.87758,1667697000.0
0.492209,32.0,35.0,BSHM,5.78679,1667697300.0
0.434459,32.0,35.0,BSHM,6.0497,1667697600.0
0.460452,32.0,35.0,BSHM,6.01907,1667697900.0
0.412747,32.0,35.0,BSHM,5.8341,1667698200.0
0.460528,32.0,35.0,BSHM,5.44761,1667698500.0
0.460356,32.0,35.0,BSHM,5.36039,1667698800.0
0.411935,32.0,35.0,BSHM,5.16869,1667699100.0
0.433991,32.0,35.0,BSHM,5.0352,1667699400.0
0.411875,32.0,35.0,BSHM,4.90099,1667699700.0
0.492183,32.0,35.0,BSHM,4.82318,1667700000.0
0.531515,32.0,35.0,BSHM,4.70243,1667700300.0
0.582176,32.0,35.0,BSHM,4.50828,1667700600.0
0.531907,32.0,35.0,BSHM,4.35377,1667700900.0
0.582399,32.0,35.0,BSHM,4.03579,1667701200.0
0.582408,32.0,35.0,BSHM,3.9009,1667701500.0
0.492667,32.0,35.0,BSHM,3.69505,1667701800.0
0.4925,32.0,35.0,BSHM,3.68509,1667702100.0
0.434219,32.0,35.0,BSHM,3.6155,1667702400.0
0.434186,32.0,35.0,BSHM,3.63413,1667702700.0
0.434153,32.0,35.0,BSHM,3.60433,1667703000.0
0.434074,32.0,35.0,BSHM,3.5782,1667703300.0
0.434174,32.0,35.0,BSHM,3.58684,1667703600.0
0.492096,32.0,35.0,BSHM,3.55382,1667703900.0
0.531452,32.0,35.0,BSHM,3.54744,1667704200.0
0.650884,32.0,35.0,BSHM,3.57647,1667704500.0
0.582393,32.0,35.0,BSHM,3.94009,1667704800.0
0.6508,32.0,35.0,BSHM,4.50072,1667705100.0
0.651053,32.0,35.0,BSHM,5.35971,1667705400.0
0.651331,32.0,35.0,BSHM,6.26116,1667705700.0
0.651168,32.0,35.0,BSHM,6.58739,1667706000.0
0.585903,32.0,35.0,BSHM,7.32767,1667706300.0
0.582716,32.0,35.0,BSHM,7.69256,1667706600.0
0.532181,32.0,35.0,BSHM,7.50891,1667706900.0
0.533692,32.0,35.0,BSHM,8.08798,1667707200.0
0.53211,32.0,35.0,BSHM,8.62681,1667707500.0
0.531872,32.0,35.0,BSHM,9.30199,1667707800.0
0.492534,32.0,35.0,BSHM,10.2606,1667708100.0
0.53166,32.0,35.0,BSHM,11.189,1667708400.0
0.531728,32.0,35.0,BSHM,12.0846,1667708700.0
0.531681,32.0,35.0,BSHM,13.0329,1667709000.0
0.412166,32.0,35.0,BSHM,13.9483,1667709300.0
0.392754,32.0,35.0,BSHM,14.7911,1667709600.0
0.376269,32.0,35.0,BSHM,15.391,1667709900.0
0.434139,32.0,35.0,BSHM,16.1822,1667710200.0
0.461865,32.0,35.0,BSHM,16.6727,1667710500.0
0.531873,32.0,35.0,BSHM,17.2348,1667710800.0
0.460605,32.0,35.0,BSHM,17.7883,1667711100.0
0.531754,32.0,35.0,BSHM,18.4113,1667711400.0
0.493903,32.0,35.0,BSHM,18.804,1667711700.0
0.752108,32.0,35.0,BSHM,19.5496,1667712000.0
0.921156,32.0,35.0,BSHM,19.1632,1667712300.0
0.925393,32.0,35.0,BSHM,19.775,1667712600.0
0.921216,32.0,35.0,BSHM,20.0109,1667712900.0
0.922124,32.0,35.0,BSHM,20.3157,1667713200.0
0.921052,32.0,35.0,BSHM,20.7046,1667713500.0
0.651348,32.0,35.0,BSHM,21.3646,1667713800.0
0.752032,32.0,35.0,BSHM,21.9057,1667714100.0
0.752109,32.0,35.0,BSHM,22.4407,1667714400.0
0.651272,32.0,35.0,BSHM,22.9973,1667714700.0
0.651213,32.0,35.0,BSHM,23.4227,1667715000.0
0.532103,32.0,35.0,BSHM,23.7692,1667715300.0
0.49238,32.0,35.0,BSHM,24.0353,1667715600.0
0.492886,32.0,35.0,BSHM,24.6919,1667715900.0
0.460946,32.0,35.0,BSHM,25.248,1667716200.0
0.460735,32.0,35.0,BSHM,25.5107,1667716500.0
0.460918,32.0,35.0,BSHM,26.0463,1667716800.0
0.582861,32.0,35.0,BSHM,26.491,1667717100.0
0.582908,32.0,35.0,BSHM,26.9679,1667717400.0
0.653342,32.0,35.0,BSHM,27.7068,1667717700.0
0.921615,32.0,35.0,BSHM,27.9223,1667718000.0
0.752408,32.0,35.0,BSHM,28.8063,1667718300.0
0.58282,32.0,35.0,BSHM,29.9283,1667718600.0
0.582699,32.0,35.0,BSHM,30.5507,1667718900.0
0.651477,32.0,35.0,BSHM,31.1194,1667719200.0
0.651582,32.0,35.0,BSHM,31.8918,1667719500.0
0.651439,32.0,35.0,BSHM,32.9356,1667719800.0
0.651306,32.0,35.0,BSHM,33.6454,1667720100.0
0.751913,32.0,35.0,BSHM,34.1059,1667720400.0
0.751904,32.0,35.0,BSHM,34.575,1667720700.0
0.651213,32.0,35.0,BSHM,36.1797,1667721000.0
0.492554,32.0,35.0,BSHM,36.5249,1667721300.0
0.460636,32.0,35.0,BSHM,36.6802,1667721600.0
0.460691,32.0,35.0,BSHM,37.2791,1667721900.0
0.531703,32.0,35.0,BSHM,37.6869,1667722200.0
0.49408,32.0,35.0,BSHM,38.4104,1667722500.0
0.492777,32.0,35.0,BSHM,38.8956,1667722800.0
0.53235,32.0,35.0,BSHM,39.31,1667723100.0
0.583334,32.0,35.0,BSHM,39.6613,1667723400.0
0.753461,32.0,35.0,BSHM,39.9527,1667723700.0
